"company_name","company_industry","company_location","company_description","linkedin_followers","linkedin_company_url","linkedin_search_term","linkedin_search_params"
"WEB CHANNEL","Technology, Information and Internet","Dubai, Sharjah","Web Development",881,"https://www.linkedin.com/company/web-channel/","web development","[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Web Huts Consultancy","Information Services","Dubai, Dubai","web design and web development",875,"https://www.linkedin.com/company/web-huts-consultancy/","web development","[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"WEB BRANDING LLC","IT Services and IT Consulting","Dubai, Dubai",".... ✨ What We Do • Website Design & Development • Android & iOS Mobile App Development • Branding & Creative Design • Digital Marketing & SEO • Social Media Strategy & Management...",668,"https://www.linkedin.com/company/webbrandingllc/","web development","[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Web Design and Development Company","Technology, Information and Internet","United Arab Emirates","Brains Technology is a leading web design, logo design, brochure design, search engine optimization, internet marketing, web development company in Dubai UAE.",399,"https://www.linkedin.com/company/web-design-and-development-company/","web development","[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Web Designer UAE","Information Technology & Services","Abu Dhabi, AD","We are a Multi-Talented creative company provided services: • Web Design • Web Development • Internet Marketing Service • Search Engine Optimization (SEO) • Graphics Design & Printing • Web Hosting and more Our Crew is creative, bright and current with the most up-to-date technologies and marketing strategies...",468,"https://www.linkedin.com/company/web-designer-uae/","web development","[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Adify360 - Web Development Agency","Marketing Services","Dubai, Dubai","...trusted web development partner.",131,"https://www.linkedin.com/company/theadify360/","web development","[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Web CTRL A","Technology, Information and Internet","Dubai","...of advertising campaigns, branding, creative design, and web development, we cover it all. Our expertise extends to social media management, content marketing...",501,"https://www.linkedin.com/company/web-ctrla/","web development","[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"XolluXn Web Development Services","Software Development","Morong, Rizal, Rizal","We specialize in curating and crafting unique digital landscapes that transform online identities and create compelling cyber experiences. Fueled by innovation and driven by a deep-rooted passion for technology, we strive to provide exceptional web development services that help businesses grow and flourish...",18,"https://www.linkedin.com/company/xolluxn/","web development","[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Web Designs Prime","IT Services and IT Consulting","Los Angeles, California","Web Development",318,"https://www.linkedin.com/company/webdesignsprime/","web development","[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Web Roots","Technology, Information and Internet","Cairo","Web Design | Web Development | Web Hosting | Building Your Online Success",454,"https://www.linkedin.com/company/web-roots/","web development","[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Web & Mobile Solutions","IT Services and IT Consulting","Dubai, DXB","SMS, EMAIL, SEO, Social Media, Digital Marketing, Web Design and Development, Content Writing Company in Dubai",645,"https://www.linkedin.com/company/web-and-mobile-solutions-wam-/","web development","[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"WEB HUNT","IT Services and IT Consulting","Dubai, Dubai","..., a web application, or enterprise-level software, we have the skills and experience to deliver a solution that will exceed your expectations. Let's work together and make an impact! Mission: Transforming ideas into reality through custom software development. Vision: To be the leading software company that drives...",413,"https://www.linkedin.com/company/web-hunt-17/","web development","[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
"Genwarp Web Development","Technology, Information and Internet","Manila, National Capital Region","Web Development",23,"https://www.linkedin.com/company/genwarp/","web development","[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]"
