source,company_name,country,company_industry,categories,company_location,address,company_description,shortAbout,linkedin_followers,domain,linkedin_company_url,linkedin_search_term,linkedin_search_params,id,code,title,createdAt,updatedAt,logo,hidden,highlights,locationLng,locationLat,invitationCode,isActive,emails,phones,geography_status,geography_confidence,geography_evidence,review_reason
linkedin,ClickTraces,United States,IT Services and IT Consulting,,"Austin, Texas",,"We are an AI-driven digital marketing agency that provides data-centric marketing solutions to local businesses, incorporating advanced AI technologies. Our services include web development, SEO, and advanced digital marketing, all optimized with AI for superior outcomes. Our web development team creates high...",,7000,,https://www.linkedin.com/company/clicktraces/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Austin, Texas","Source location resolves to United States, outside the configured MENA scope."
linkedin,Superb Developer,United States,IT Services and IT Consulting,,"Texas, Plano",,Web Development,,7000,,https://www.linkedin.com/company/superb-developer/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Texas, Plano","Source location resolves to United States, outside the configured MENA scope."
linkedin,W Leads,United States,Marketing Services,,San Francisco,,Transform your website into a lead generation machine with our expert web development services.,,7000,,https://www.linkedin.com/company/webflow-leads/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,,review_non_mena,medium,San Francisco,"Source location resolves to United States, outside the configured MENA scope."
linkedin,"Bruce Clay, Inc.",United States,Internet Publishing,,"Simi Valley, CA",,"..., content development, web architecture, and website analytics. We provide comprehensive and 100% customized online marketing strategies that deliver results...",,6000,,https://www.linkedin.com/company/bruce-clay-inc-/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Simi Valley, CA","Source location resolves to United States, outside the configured MENA scope."
linkedin,Zajno Digital Design Studio,United States,Advertising Services,,"Lewes, Delaware",,Services: Branding | Website & Landing Page Design | Webflow Development | UI/UX | Motion Graphics | 3D Animation | Illustrations | Sound Design Web...,,5000,,https://www.linkedin.com/company/zajno/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Lewes, Delaware","Source location resolves to United States, outside the configured MENA scope."
linkedin,"Macromodule Technologies, LLC",United States,Software Development,,"Miami, Florida",,"Macromodule Technologies | AI, Custom Software and Digital Transformation Macromodule Technologies is a software engineering and technology partner helping businesses build AI-enabled systems, automate complex operations, modernize existing processes, and launch scalable digital products. We work with founders, growing companies, and enterprise teams that need more than basic development support. Our team combines product strategy, software architecture, engineering, quality assurance, cloud infrastructure, and long-term technical support to deliver reliable technology solutions. Our Core Capabilities 1. AI and Intelligent Automation We build AI-powered applications, intelligent workflows, document-processing systems, analytics platforms, AI assistants, and automation solutions that help businesses reduce manual work, improve decision-making, and operate more efficiently. 2. Custom Software Engineering We design and develop scalable web platforms, SaaS products, enterprise applications, mobile apps, dashboards, APIs, and cloud-based systems tailored to specific business and operational requirements. 3. Digital Process Transformation We help companies replace disconnected tools, spreadsheets, and manual processes with integrated digital systems. Our solutions improve visibility, productivity, data accuracy, and collaboration across teams. 4. Blockchain and Web3 Solutions We develop selected blockchain products and infrastructure, including non-custodial wallets, smart contracts, decentralized platforms, tokenization systems, blockchain integrations, and custom Web3 applications. Industry Experience Our teams have delivered technology solutions across FinTech, HealthTech, SaaS, data and analytics, logistics, e-commerce, enterprise operations, and blockchain-based products. Why Companies Work With Us We approach every engagement as a technology partner, not simply a development vendor. We focus on understanding the business problem, defining the right ar",,4000,,https://www.linkedin.com/company/macromodule-technologies/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Miami, Florida","Source location resolves to United States, outside the configured MENA scope."
linkedin,Arhamsoft LLC,United States,IT Services and IT Consulting,,"new york, new york",,"...mobile apps that provide seamless user experiences and support business growth. Web Development: High-performance, visually appealing websites and web applications...",,5000,,https://www.linkedin.com/company/arhamsoft-llc/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"new york, new york","Source location resolves to United States, outside the configured MENA scope."
linkedin,"Sapdra, Inc.",United States,IT Services and IT Consulting,,"Clearwater, Florida",,"Sapdra is an IT company, delivering high quality IT services including software development, web development, application development, CMS and digital marketing services (SEO, SMO, SEM/PPC, web promotion) worldwide. Specialties: Software Application Development, Web Application Development, Website Design...",,5000,,https://www.linkedin.com/company/sapdra/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Clearwater, Florida","Source location resolves to United States, outside the configured MENA scope."
linkedin,Brand Surge LLC,United States,Marketing Services,,"Austin, Texas",,"Brand Surge is a white-label digital delivery partner built exclusively for US-based agencies. We work behind the scenes as an extension of agency teams, providing structured execution across SEO, paid search, performance and growth marketing, analytics, web design & development, and delivery-focused HR support...",,6000,,https://www.linkedin.com/company/brand-surge/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"Austin, Texas","Source location resolves to United States, outside the configured MENA scope."
linkedin,Codknox,United States,Software Development,,"New York, New York",,"Based in NYC, Codknox embodies technical excellence. We thrive on tackling complex challenges and finding effective solutions to sophisticated problems. Our team of tech experts thinks big and innovatively, designs creatively, and codes efficiently to deliver digital products tailored to real customer needs, standing out in a dynamic marketplace. With our top-tier, full-cycle custom web and mobile app development services, we are your technology partner, ready to bring your innovative ideas to life. We support you through the digital transformation journey. Our digital manufacturing provides a comprehensive range of web and mobile solutions, keeping you ahead of the digital curve. We help you deliver solution-oriented, robust, and smart digital products that offer outstanding user experiences and seamless functionality. Let us help you harness innovative technologies and gain a competitive edge in the global digital economy.",,4000,,https://www.linkedin.com/company/codknox/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,,review_non_mena,medium,"New York, New York","Source location resolves to United States, outside the configured MENA scope."
